Judul,Harga,Harga per m²,Alamat,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater
Dijual Rumah Cocok Untuk Gudang Sekitar Banyak Home Industry di Lebak Timur Asri,"Rp4,1 M","Rp7,8 Jt/m²","Kel. Tambaksari, Kec. Tambaksari, Kota Surabaya",1 Kamar Tidur,Luas Tanah 525m²,Luas Bangunan 525m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Hancur/Hitung Tanah Belakang Galaxy Mall 1 di Dharmahusada Permai,"Rp2,6 M",Rp16 Jt/m²,"Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya",1 Kamar Tidur,Luas Tanah 167m²,Luas Bangunan 167m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Siap Huni di Babatan Mukti,"Rp2,2 M","Rp14,3 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 157m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Eksklusif Dekat Pakuwon City, Mulyosari di Pantai Mentari","Rp1,6 M","Rp15,7 Jt/m²","Kel. Kenjeran, Kec. Bulak, Kota Surabaya",5 Kamar Tidur,Luas Tanah 102m²,Luas Bangunan 160m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Mewah Siap Huni Strategis Dekat Gubeng, Wonokromo di Dinoyo, Surabaya Pusat","Rp8,4 M","Rp14,5 Jt/m²","Kel. Keputran, Kec. Tegalsari, Kota Surabaya",1 Kamar Tidur,Luas Tanah 580m²,Luas Bangunan 450m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Rumah Usaha Jl Diponegoro Surabaya di Jl Diponegoro Surabaya,"Rp1,6 M",Rp10 Jt/m²,"Kel. Darmo, Kec. Wonokromo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 160m²,Luas Bangunan 150m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah KOLONIAL Paling Langka di SUMATRA,Rp14 M,"Rp30,1 Jt/m²","Kel. Gubeng, Kec. Gubeng, Kota Surabaya",9 Kamar Tidur,Luas Tanah 465m²,Luas Bangunan 575m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Wonorejo Rungkut Surabaya di Wonorejo Surabaya,Rp835 Jt,"Rp8,4 Jt/m²","Kel. Wonorejo, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 75m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Lelang Murah Hitung Tanah di Grand Pakuwon Cluster Brisbane,"Rp2,4 M",Rp17 Jt/m²,"Kel. Tandes (Kidul, Lor, Gedang Asin), Kec. Tandes, Kota Surabaya",4 Kamar Tidur,Luas Tanah 144m²,Luas Bangunan 180m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Mewah Brand New Pakuwon Indah Dekat Graha Family di Pakuwon Indah,"Rp13,7 M","Rp41,5 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 330m²,Luas Bangunan 600m²,-,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Terawat Siap Huni di Sidosermo Pdk,"Rp2,5 M",Rp12 Jt/m²,"Kel. Sidosermo, Kec. Wonocolo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 209m²,Luas Bangunan 209m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah SHM di Kalikepiting - Pacar Kembang Kec Tambaksari,"Rp1,3 M","Rp9,2 Jt/m²","Kel. Ploso, Kec. Tambaksari, Kota Surabaya",6 Kamar Tidur,Luas Tanah 147m²,Luas Bangunan 140m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Nego Keras di Jl Wiyung GG 1,"Rp1,7 M","Rp6,8 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",5 Kamar Tidur,Luas Tanah 250m²,Luas Bangunan 180m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 3KT 72m² di Jl Raya Wiyung Surabaya,Rp380 Jt,"Rp5,3 Jt/m²","Kel. Jajar Tunggal (Jajartunggal), Kec. Wiyung, Kota Surabaya",3 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 72m²,Sertifikat Hak Milik,1.05%,10.38%,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Mewah 2 Lantai Semi Furnished Sutorejo di Sutorejo Utara,"Rp2,8 M","Rp17,9 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 156m²,Luas Bangunan 256m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1
Dijual Rumah Rumah Asli Surabaya Timur di Medokan Sawah,Rp574 Jt,"Rp21,3 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 27m²,Luas Bangunan 28m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Kost Donowati Surabaya di Jalan Donowati Surabaya,"Rp3,5 M","Rp5,4 Jt/m²","Kel. Sukomanunggal (Suko Manunggal), Kec. Sukomanunggal, Kota Surabaya",30 Kamar Tidur,Luas Tanah 648m²,Luas Bangunan 648m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,2,1,0,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0
Dijual Rumah Baru Dekat Masjid Agung dan POLDA Jatim Murah di Ketintang,"Rp2,1 M","Rp20,2 Jt/m²","Kel. Ketintang, Kec. Gayungan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 104m²,Luas Bangunan 170m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,1,0,0,1,0
Dijual Rumah Bagus Siap Huni Lingkungan Nyaman Lokasi Strategis di Alana Wisma Indah,Rp878 Jt,"Rp17,6 Jt/m²","Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",3 Kamar Tidur,Luas Tanah 50m²,Luas Bangunan 57m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah Wiyung Babadan Mukti Dekat Citraland, Unesa Dll di Perumahan Babadan Mukti","Rp1,5 M","Rp11,1 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",3 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 105m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Pakuwon City Surabaya di Pakuwon City,"Rp2,1 M","Rp23,1 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 91m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Siap Huni Lingkungan Nyaman di RUNGKUT ASRI BARAT,"Rp2,2 M","Rp10,5 Jt/m²","Kel. Kalirungkut (Kali Rungkut), Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 210m²,Luas Bangunan 256m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Rungkut Asri Surabaya Timur Baru 2Lt Dkt Pandugo di Rungkut Asri,"Rp1,6 M","Rp25,1 Jt/m²","Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 67m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah SAN DIEGO PAKUWON CITY SURABAYA di Pakuwon City,"Rp4,6 M","Rp13,4 Jt/m²","Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 343m²,Luas Bangunan 264m²,Hak Guna Bangunan,1.05%,10.38%,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 2 Lantai Harga Murah di Mulyosari,"Rp1,3 M","Rp15,5 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 84m²,Luas Bangunan 126m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
Dijual Rumah Siap Huni Murah 1.5lt di Central Park Gunung Anyar Rungkut,"Rp1,9 M","Rp10,8 Jt/m²","Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",4 Kamar Tidur,Luas Tanah 185m²,Luas Bangunan 185m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Tanpa Perantara di Jalan Tambak Arum Surabaya,Rp900 Jt,"Rp3,8 Jt/m²","Kel. Tambakrejo, Kec. Simokerto, Kota Surabaya",5 Kamar Tidur,Luas Tanah 238m²,Luas Bangunan 262m²,-,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Perabot,1,0,0,PDAM,0,0,0,0,0
Dijual Rumah Siap Huni Di Jambangan Baru di Jambangan Baru,Rp1 M,"Rp13,9 Jt/m²","Kel. Jambangan, Kec. Jambangan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 80m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Minimalis 2lantai Dekat Its,unair,merr,kenjeran di Lebak Timur",Rp950 Jt,"Rp9,5 Jt/m²","Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 82m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,0,0,0,0
Dijual Rumah Murah Di Rungkut Surabaya di MERR,Rp575 Jt,"Rp11,5 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 50m²,Luas Bangunan 50m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0
Dijual Rumah Murah Strategis Dekat POLDA Jatim di Ketintang Madya,"Rp1,2 M","Rp12,5 Jt/m²","Kel. Ketintang, Kec. Gayungan, Kota Surabaya",2 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 110m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0
Dijual Rumah Daerah Ketintang Murah Siap Huni Hadap Selatan di Karah Tama,"Rp2,5 M","Rp17,4 Jt/m²","Kel. Ketintang, Kec. Gayungan, Kota Surabaya",4 Kamar Tidur,Luas Tanah 144m²,Luas Bangunan 220m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,1,0,0,1,0
Dijual Rumah Lokasi Strategis di Gayungsari Gayungan Surabaya Selatan,"Rp3,2 M","Rp16,3 Jt/m²","Kel. Gayungan, Kec. Gayungan, Kota Surabaya",6 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Lokasi Bagus di Semolowaru Sukolilo Surabaya Timur,"Rp1,3 M","Rp10,3 Jt/m²","Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 126m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Mewah Pusat Kota di Kertajaya Indah,Rp7 M,"Rp39,1 Jt/m²","Kel. Kertajaya, Kec. Gubeng, Kota Surabaya",5 Kamar Tidur,Luas Tanah 179m²,Luas Bangunan 537m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Murah Baru Dekat Its di Wisma Permai,"Rp2,8 M","Rp20,7 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 195m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Murah Baru Dekat Merr di Medokan Sawah,Rp900 Jt,"Rp9,9 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 91m²,Luas Bangunan 95m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,0,0,0,0
Dijual Rumah Baru On Progress di Sutorejo,Rp4 M,"Rp22,5 Jt/m²","Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 327m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0
Dijual Rumah Hitung Tanah Pesapen Selatan di Pesapen Selatan,Rp7 M,"Rp17,5 Jt/m²","Kel. Krembangan Selatan, Kec. Krembangan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 400m²,Luas Bangunan 400m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,1,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Gunung Sari di Gunung Sari,"Rp3,9 M","Rp14,4 Jt/m²","Kel. Gunung Sari (Gunungsari), Kec. Dukuh Pakis, Kota Surabaya",3 Kamar Tidur,Luas Tanah 275m²,Luas Bangunan 275m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,7700,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Siap Huni di PERUM KARAH SBY,Rp950 Jt,"Rp11,3 Jt/m²","Kel. Karah, Kec. Jambangan, Kota Surabaya",2 Kamar Tidur,Luas Tanah 84m²,Luas Bangunan 80m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Surabaya di Graha Sampurna Indah,"Rp1,9 M","Rp14,1 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 180m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Surabaya di Mulyosari Utara,"Rp1,6 M","Rp20,4 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 82m²,Luas Bangunan 147m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Surabaya di Mulyosari Utara,"Rp2,5 M","Rp20,8 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 170m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Surabaya di Mulyosari Utara,"Rp1,8 M",Rp22 Jt/m²,"Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 82m²,Luas Bangunan 115m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Gunung Anyar,Rp775 Jt,"Rp9,2 Jt/m²","Kel. Rungkut Menanggal, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",2 Kamar Tidur,Luas Tanah 84m²,Luas Bangunan 65m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Semolowaru Utara,Rp760 Jt,"Rp7,8 Jt/m²","Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 97m²,Luas Bangunan 97m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Baru 2,5 Lantai Minimalis Dekat Patung Merlion di Citraland","Rp5,7 M","Rp28,5 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 325m²,Hak Guna Bangunan,1.05%,10.38%,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Full Furnished Citraland di Taman Puspa Raya,"Rp2,5 M","Rp22,3 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",3 Kamar Tidur,Luas Tanah 112m²,Luas Bangunan 190m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Sutorejo Utara 2 Blok B1 di Sutorejo Utara 2 Blok B1,"Rp3,2 M","Rp14,2 Jt/m²","Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 225m²,Luas Bangunan 225m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Graha Natura Full Furnish di Graha Natura Surabaya,Rp8 M,"Rp21,3 Jt/m²","Kel. Lontar, Kec. Sambikerep, Kota Surabaya",2 Kamar Tidur,Luas Tanah 375m²,Luas Bangunan 630m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Siap Huni Selangkah Dr Club House di Pondok Candra,Rp700 Jt,"Rp7,8 Jt/m²","Kec. Wonokromo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Baru Minimalis di Medokan Ayu Rungkut Surabaya,"Rp1,5 M","Rp10,3 Jt/m²","Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 150m²,Luas Bangunan 220m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Mojoklanggru Wetan di Mojo,"Rp2,4 M","Rp23,1 Jt/m²","Kel. Mojo, Kec. Gubeng, Kota Surabaya",4 Kamar Tidur,Luas Tanah 104m²,Luas Bangunan 162m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Sidotopo di Sidotopo/Sidoropo Wetan,"Rp1,2 M",Rp8 Jt/m²,"Kel. Sidotopo/Sidoropo Wetan, Kec. Kenjeran, Kota Surabaya",5 Kamar Tidur,Luas Tanah 150m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 2lt Siap Huni di MULYOSARI TES 32,"Rp1,8 M","Rp19,1 Jt/m²","Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 97m²,Luas Bangunan 97m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah 5KT 198m² di Gunung Anyar Harapan ZG 28,","Rp1,7 M","Rp8,6 Jt/m²","Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",5 Kamar Tidur,Luas Tanah 198m²,Luas Bangunan 198m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
