Judul,Harga,Harga per m²,Alamat,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater
Dijual Rumah Shm di Jalan Cumpat Nambangan GG.3 No 7,Rp430 Jt,"Rp8,3 Jt/m²","Kel. Kedung Cowek, Kec. Bulak, Kota Surabaya",3 Kamar Tidur,Luas Tanah 52m²,Luas Bangunan 50m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Murah Cepat Surabaya di Dukuh Menanggal,Rp700 Jt,"Rp8,2 Jt/m²","Kel. Dukuh Menanggal, Kec. Gayungan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 85m²,Luas Bangunan 85m²,-,1.05%,10.38%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah 1KT 48m² di Jl Simo Gunung Baru Jaya Blok G1,Rp250 Jt,"Rp5,2 Jt/m²","Kel. Putat Jaya, Kec. Sawahan, Kota Surabaya",1 Kamar Tidur,Luas Tanah 48m²,Luas Bangunan 48m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 7KT 116m² di Jl Krakatau Raya No 20 Surabaya,"Rp1,4 M","Rp12,7 Jt/m²","Kel. Petemon, Kec. Sawahan, Kota Surabaya",7 Kamar Tidur,Luas Tanah 116m²,Luas Bangunan 195m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah SHM Lokasi Strategis (Bisa Nego) di Jl. Lebak Rejo No 3,"Rp2,2 M","Rp22,9 Jt/m²","Kel. Gading, Kec. Tambaksari, Kota Surabaya",4 Kamar Tidur,Luas Tanah 96m²,Luas Bangunan 96m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Asri 1 Lantai Taman Luas Depan Masjid di Rungkut Asri Timur XIII,Rp6 M,Rp15 Jt/m²,"Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",5 Kamar Tidur,Luas Tanah 400m²,Luas Bangunan 250m²,Sertifikat Hak Milik,1.05%,10.38%,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 2 Lantai Nyaman Strategis di Tenggilis Utara Surabaya,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Lokasi Strategis Surabaya di Tengilis Utara,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,1,41500,0,0,0,0,Perabot,0,0,0,sumber air air tanah,0,0,0,0,1
Dijual Rumah Tenggilis Surabaya di Jjj,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Cepat Butuh Uang di di Jual Cepat Rumah Pandugo Baru B 18,"Rp2,2 M",Rp9 Jt/m²,"Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 245m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3900,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
"Dijual Rumah Jl Medokan Asri Tengah Medokan Ayu, Rungkut di JL MEDOKAN ASRI TENGAH RUNGKUT, SURABAYA","Rp3,5 M","Rp8,6 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",25 Kamar Tidur,Luas Tanah 405m²,Luas Bangunan 405m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Di Jl Argopuro Sawahan Surabaya di JL ARGOPURO KEL. SAWAHAN,"Rp4,5 M","Rp8,9 Jt/m²","Kel. Sawahan, Kec. Sawahan, Kota Surabaya",25 Kamar Tidur,Luas Tanah 506m²,Luas Bangunan 265m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Luas 2 Lantai Nyaman di Jl Jemursari Timur Surabaya,"Rp3,3 M","Rp16,5 Jt/m²","Kel. Jemur Wonosari, Kec. Wonocolo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 311m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Lokasi Strategis Dekat Kampus di Daerah Wisma Gunung Anyar,"Rp1,7 M","Rp13,3 Jt/m²","Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",2 Kamar Tidur,Luas Tanah 128m²,Luas Bangunan 80m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Siap Huni di Medokan Sawah Timur 7 E,"Rp1,4 M",Rp7 Jt/m²,"Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 350m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,6600,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah 1 Lantai Luas Lokasi Nyaman di Jl Penjaringan Asri (PS2A),"Rp3,7 M","Rp11,4 Jt/m²","Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",5 Kamar Tidur,Luas Tanah 325m²,Luas Bangunan 265m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah 1 Lantai Luas Nyaman di Rungkut Mapan Selatan Surabaya,"Rp3,5 M",Rp11 Jt/m²,"Kel. Rungkut Tengah, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",4 Kamar Tidur,Luas Tanah 317m²,Luas Bangunan 165m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Cocok Buat Ruko Dekat Hotel Bali di Jl Makam Peneleh Surabaya,"Rp1,2 M","Rp17,1 Jt/m²","Kel. Peneleh, Kec. Genteng, Kota Surabaya",2 Kamar Tidur,Luas Tanah 70m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Siap Huni di Nortwest Park Citraland Utara Surabaya,"Rp1,6 M","Rp21,3 Jt/m²","Kel. Pakal, Kec. Pakal, Kota Surabaya",3 Kamar Tidur,Luas Tanah 75m²,Luas Bangunan 80m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,2,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Apartment Citraland Vittorio Soho di JL Raya Menganti Karangan Babatan SBY Jawa Timur,Rp942 Jt,"Rp20,5 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",1 Kamar Tidur,Luas Tanah 46m²,Luas Bangunan 46m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
"Dijual Rumah Surabaya Pakal Nortwest Park di NORTWEST PARK, Surabaya Pakal, Kota Surabaya","Rp1,6 M","Rp18,1 Jt/m²","Kel. Pakal, Kec. Pakal, Kota Surabaya",4 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 110m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Kawasan Ampel Surabaya di Ampel,"Rp16,2 M","Rp33,1 Jt/m²","Kel. Ampel, Kec. Semampir, Kota Surabaya",10 Kamar Tidur,Luas Tanah 489m²,Luas Bangunan 740m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Puri Mas Surabaya di Gunung Anyar,"Rp9,7 M","Rp36,9 Jt/m²","Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",4 Kamar Tidur,Luas Tanah 264m²,Luas Bangunan 400m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,1,0
Dijual Rumah Minimalis 2 Lantai di Pakuwon Indah Surabaya,"Rp2,4 M",Rp20 Jt/m²,"Kec. Wiyung, Kota Surabaya",3 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 180m²,-,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Siap Huni 2 Lantai di Sidotopo, Semampir, Surabaya",Rp985 Jt,"Rp11,7 Jt/m²","Kel. Sidotopo, Kec. Semampir, Kota Surabaya",4 Kamar Tidur,Luas Tanah 84m²,Luas Bangunan 115m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
Dijual Rumah Imperial Golf Pakuwon Indah di Lontar,"Rp15,5 M",Rp47 Jt/m²,"Kel. Lontar, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 330m²,Luas Bangunan 600m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,1,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Baru 2 Lantai 400 Jutaan di Medokan Ayu,Rp417 Jt,"Rp11,9 Jt/m²","Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 35m²,Luas Bangunan 68m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Mewah Harga Terbaik Nyaman di Aruba Villa - Grand Island Pakuwon City,"Rp6,5 M","Rp30,1 Jt/m²","Kel. Keputih, Kec. Sukolilo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 216m²,Luas Bangunan 267m²,-,1.05%,10.38%,1,0,3,0,0,0,0,0,2,1,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,6600,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Mewah Siap Huni di Perumahan Graha Family Surabaya,Rp11 M,"Rp26,2 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 420m²,Luas Bangunan 500m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,1
Dijual Rumah 900 Jutaan Lokasi Strategis di Jl Kenjeran Surabaya,Rp900 Jt,"Rp17,6 Jt/m²","Kel. Bulak Banteng, Kec. Kenjeran, Kota Surabaya",3 Kamar Tidur,Luas Tanah 51m²,Luas Bangunan 5m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,1,0,1
Dijual Rumah Jalan Khairil Anwar Surabaya di Khairil Anwar,"Rp12,9 M","Rp19,8 Jt/m²","Kel. Darmo, Kec. Wonokromo, Kota Surabaya",7 Kamar Tidur,Luas Tanah 654m²,Luas Bangunan 1000m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah One Golf Terrace Pakuwon Indah di Pakuwon Indah,"Rp2,5 M","Rp17,4 Jt/m²","Kel. Lidah Wetan, Kec. Lakarsantri, Kota Surabaya",4 Kamar Tidur,Luas Tanah 144m²,Luas Bangunan 190m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Karang Asem Surabaya di Karang Asem,"Rp2,7 M","Rp4,8 Jt/m²","Kel. Ploso, Kec. Tambaksari, Kota Surabaya",2 Kamar Tidur,Luas Tanah 570m²,Luas Bangunan 700m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Mulyosari Utara di Mulyosari Utara,"Rp2,4 M",Rp20 Jt/m²,"Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 170m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Siap Huni Dibatas Kota Surabaya Barat di RANDUPADANGAN - MEPET PAKAL,Rp290 Jt,"Rp4,8 Jt/m²","Kel. Pakal, Kec. Pakal, Kota Surabaya",2 Kamar Tidur,Luas Tanah 61m²,Luas Bangunan 42m²,-,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1300,0,0,0,0,Perabot,0,0,1,sumber air air tanah,0,1,0,0,0
Dijual Rumah Greenlake Citraland di Citraland,Rp2 M,"Rp19,6 Jt/m²","Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya",4 Kamar Tidur,Luas Tanah 102m²,Luas Bangunan 105m²,-,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Woodland Citraland di Citraland,"Rp3,1 M","Rp20,3 Jt/m²","Kel. Made, Kec. Sambikerep, Kota Surabaya",4 Kamar Tidur,Luas Tanah 153m²,Luas Bangunan 330m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
"Dijual Rumah Strategis di Tenggilis Mejoyo, Dekat Ubaya di Tenggilis Mejoyo","Rp1,7 M","Rp8,8 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Virgo Surabaya di Virgo,"Rp1,6 M","Rp17,8 Jt/m²","Kel. Ploso, Kec. Tambaksari, Kota Surabaya",3 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Lebak Surabaya di Lebak,"Rp1,6 M","Rp16,8 Jt/m²","Kel. Gading, Kec. Tambaksari, Kota Surabaya",3 Kamar Tidur,Luas Tanah 95m²,Luas Bangunan 130m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Banting Harga di Jl. Keputih Perintis,"Rp2,6 M",Rp13 Jt/m²,"Kel. Keputih, Kec. Sukolilo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 200m²,-,1.05%,10.38%,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0
Dijual Rumah Central Park Mulyosari Mewah👍 di Central Park Mulyosari Blok DC - 10,"Rp5,3 M","Rp17,9 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 296m²,Luas Bangunan 310m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Strategis Dekat Tol Dan Airport di Wiguna Timur Regency Rungkut,"Rp2,1 M","Rp14,6 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 144m²,Luas Bangunan 144m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Manyar Tirtoyoso Utara Baru Gress di Manyar Tirtoyoso Utara,"Rp2,7 M","Rp23,2 Jt/m²","Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 165m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0
Dijual Rumah Manyar Rejo Surabaya di Manyar Rejo,Rp3 M,Rp10 Jt/m²,"Kel. Menur Pumpungan, Kec. Sukolilo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 300m²,Luas Bangunan 400m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Full Furnished di Griya Babatan Indah,"Rp1,3 M","Rp12,7 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",5 Kamar Tidur,Luas Tanah 106m²,Luas Bangunan 175m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,4400,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Fully Renovated di GRAHA GAMILY,"Rp6,9 M","Rp24,6 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 280m²,Luas Bangunan 292m²,Hak Guna Bangunan,1.05%,10.38%,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,4,0,1,0,0,0,0,0,2,0,13200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Dkt Kawasan Citraland Blok Dpn di Pondok Benowo Indah Blok N Kota Surabaya,"Rp1,2 M","Rp13,9 Jt/m²","Kel. Babat Jerawat, Kec. Pakal, Kota Surabaya",5 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 90m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,1,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Babatan Pratama di Babatan Pratama,"Rp1,2 M","Rp7,7 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 162m²,Luas Bangunan 162m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Kertajaya Indah Hitung Tanah di Kertajaya Indah,"Rp4,7 M","Rp15,7 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 300m²,Luas Bangunan 250m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Rumah Surabaya Dibawah Pasaran Siap Huni di Dekat MERR Surabaya Timur,Rp635 Jt,"Rp6,4 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 98m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Mulyosari Prima Utara Surabaya di Mulyosati Prima Utara,"Rp1,3 M","Rp22,5 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
Dijual Rumah Baru Siap Huni Strategis Ketintang Jetis Jambangan di Ketintang Perumahan,"Rp2,9 M",Rp12 Jt/m²,"Kel. Ketintang, Kec. Gayungan, Kota Surabaya",6 Kamar Tidur,Luas Tanah 250m²,Luas Bangunan 400m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah 2 Lantai Baru Renovasi di Baruk, Kedung Baruk, Rungkut , Surabaya","Rp2,2 M",Rp14 Jt/m²,"Kel. Kedung Baruk, Kec. Rungkut, Kota Surabaya",6 Kamar Tidur,Luas Tanah 161m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Baruk Utara Surabaya di Baruk Utara,"Rp1,3 M","Rp8,7 Jt/m²","Kel. Kedung Baruk, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 150m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah 2 Lantai Full Furnished di Puri Mas,"Rp2,2 M","Rp13,2 Jt/m²","Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",4 Kamar Tidur,Luas Tanah 170m²,Luas Bangunan 220m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Kertajaya Indah Timur Baru Gress di Kertajaya Indah Timur,"Rp6,5 M","Rp27,1 Jt/m²","Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 240m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0
