Judul,Harga,Harga per m²,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater,Desa,Kecamatan,Kota,log_harga,log_Harga
Dijual Rumah Daerah Ketintang Murah Siap Huni Hadap Selatan di Karah Tama,2500000000.0,17400000.0,4,144,220,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,1,0,0,1,0,Kel. Ketintang, Kec. Gayungan, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Lokasi Strategis di Gayungsari Gayungan Surabaya Selatan,3200000000.0,16300000.0,6,200,200,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,21.886416647064593,21.886416647064593
Dijual Rumah Lokasi Bagus di Semolowaru Sukolilo Surabaya Timur,1300000000.0,10300000.0,3,126,100,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1,Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah Mewah Pusat Kota di Kertajaya Indah,7000000000.0,39100000.0,5,179,537,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0,Kel. Kertajaya, Kec. Gubeng, Kota Surabaya,22.66917598614458,22.66917598614458
Dijual Rumah Murah Baru Dekat Its di Wisma Permai,2800000000.0,20700000.0,5,135,195,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.752885254484713,21.752885254484713
Dijual Rumah Murah Baru Dekat Merr di Medokan Sawah,900000000.0,9900000.0,3,91,95,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,0,0,0,0,Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya,20.617905322399697,20.617905322399697
Dijual Rumah Baru On Progress di Sutorejo,4000000000.0,22500000.0,4,180,327,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0,Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya,22.109560198316302,22.109560198316302
Dijual Rumah Hitung Tanah Pesapen Selatan di Pesapen Selatan,7000000000.0,17500000.0,3,400,400,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,1,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Krembangan Selatan, Kec. Krembangan, Kota Surabaya,22.66917598614458,22.66917598614458
Dijual Rumah Gunung Sari di Gunung Sari,3900000000.0,14400000.0,3,275,275,Sertifikat Hak Milik,1.05%,10.38%,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,7700,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Gunung Sari (Gunungsari), Kec. Dukuh Pakis, Kota Surabaya,22.08424239033842,22.08424239033842
Dijual Rumah Siap Huni di PERUM KARAH SBY,950000000.0,11300000.0,2,84,80,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Karah, Kec. Jambangan, Kota Surabaya,20.671972543611492,20.671972543611492
Dijual Rumah Surabaya di Graha Sampurna Indah,1900000000.0,14100000.0,4,135,180,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Babatan, Kec. Wiyung, Kota Surabaya,21.365119723645122,21.365119723645122
Dijual Rumah Surabaya di Mulyosari Utara,1600000000.0,20400000.0,4,82,147,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.193269466817146,21.193269466817146
Dijual Rumah Surabaya di Mulyosari Utara,2500000000.0,20800000.0,4,120,170,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Surabaya di Mulyosari Utara,1800000000.0,22000000.0,4,82,115,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.311052502404085,21.311052502404085
Dijual Rumah di Gunung Anyar,775000000.0,9200000.0,2,84,65,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Rungkut Menanggal, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,20.468373588607943,20.468373588607943
Dijual Rumah di Semolowaru Utara,760000000.0,7800000.0,3,97,97,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya,20.44882899256044,20.44882899256044
"Dijual Rumah Baru 2,5 Lantai Minimalis Dekat Patung Merlion di Citraland",5700000000.0,28500000.0,4,200,325,Hak Guna Bangunan,1.05%,10.38%,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,22.463732011962353,22.463732011962353
Dijual Rumah Full Furnished Citraland di Taman Puspa Raya,2500000000.0,22300000.0,3,112,190,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Sutorejo Utara 2 Blok B1 di Sutorejo Utara 2 Blok B1,3200000000.0,14200000.0,3,225,225,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya,21.886416647064593,21.886416647064593
Dijual Rumah Graha Natura Full Furnish di Graha Natura Surabaya,8000000000.0,21300000.0,2,375,630,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Lontar, Kec. Sambikerep, Kota Surabaya,22.802707378751247,22.802707378751247
Dijual Rumah Siap Huni Selangkah Dr Club House di Pondok Candra,700000000.0,7800000.0,4,90,100,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Wonokromo, Kota Surabaya,,20.36659089443625,20.36659089443625
Dijual Rumah Baru Minimalis di Medokan Ayu Rungkut Surabaya,1500000000.0,10300000.0,4,150,220,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Rungkut, Kota Surabaya,,21.12873094572124,21.12873094572124
Dijual Rumah Mojoklanggru Wetan di Mojo,2400000000.0,23100000.0,4,104,162,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mojo, Kec. Gubeng, Kota Surabaya,21.59873457471698,21.59873457471698
Dijual Rumah Sidotopo di Sidotopo/Sidoropo Wetan,1200000000.0,8000000.0,5,150,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Sidotopo/Sidoropo Wetan, Kec. Kenjeran, Kota Surabaya,20.9055873945737,20.9055873945737
Dijual Rumah 2lt Siap Huni di MULYOSARI TES 32,1800000000.0,19100000.0,3,97,97,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Mulyorejo, Kota Surabaya,,21.311052502404085,21.311052502404085
"Dijual Rumah 5KT 198m² di Gunung Anyar Harapan ZG 28,",1700000000.0,8600000.0,5,198,198,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah Siap Huni di Perumahan Wisma Tirta Agung Surabaya,525000000.0,15400000.0,2,34,57,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Gunung Anyar (Gununganyar), Kota Surabaya,,20.078908822460658,20.078908822460658
Dijual Rumah Minimalis 2 Lantai Siap Huni di The Hampton Pantai Mentari,1400000000.0,14200000.0,4,102,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kec. Bulak, Kota Surabaya,,21.05973807428191,21.05973807428191
Dijual Rumah 5KT 72m² di Pakal,16000000.0,,5,72,45,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Benowo, Kec. Pakal, Kota Surabaya,16.588099342704055,16.588099342704055
Dijual Rumah Minimalis 2 Lantai Siap Huni di Graha Sampurna,1900000000.0,14400000.0,3,135,180,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kec. Wiyung, Kota Surabaya,,21.365119723645122,21.365119723645122
Dijual Rumah Komersial Merr Harga Mrosot 5m di Dr. Ir. Soekarno,20000000000.0,26700000.0,6,750,600,Hak Guna Bangunan,1.05%,10.38%,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5500,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0,Kec. Rungkut, Kota Surabaya,,23.7189981105504,23.7189981105504
Dijual Rumah Lokasi Bagus Strategis di Wiyung,18000000.0,,1,1680,800,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,16.705882371415992,16.705882371415992
Dijual Rumah Citraland Northwest di Citraland,2100000000.0,20000000.0,2,105,95,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Pakal, Kec. Pakal, Kota Surabaya,21.465203182151978,21.465203182151978
Dijual Rumah Rungkut Harapan Baru Gress di Rungkut Harapan,2300000000.0,21400000.0,3,110,158,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,21.556174960316298,21.556174960316298
Dijual Rumah Mewah Full Renov Babatan Pantai Surabaya di Babatan Pantai Surabaya,1400000000.0,15100000.0,4,96,180,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.05973807428191,21.05973807428191
Dijual Rumah Baru Murah di Bangkingan Lakarsantri Surabaya,475000000.0,7900000.0,2,60,45,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0,Kel. Bangkingan, Kec. Lakarsantri, Kota Surabaya,19.97882536410418,19.97882536410418
Dijual Rumah Dharmahusada Mas di Dharmahusada Mas,1900000000.0,15800000.0,3,120,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.365119723645122,21.365119723645122
"Dijual Rumah Murah Poll Siap Huni Dekat Pakuwon City Kampus Its di Dharmahusada Mas, Surabaya",1900000000.0,15800000.0,3,120,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.365119723645122,21.365119723645122
"Dijual Rumah Dekat Citraland, Pakuwon Mall, SMA Petra 1, WBM di Jalan Royal Residence Wiyung Surabaya Barat",5000000000.0,25600000.0,3,195,295,Sertifikat Hak Milik,1.05%,10.38%,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Babatan, Kec. Wiyung, Kota Surabaya,22.33270374958051,22.33270374958051
Dijual Rumah 1.025 M 2 Lt di Rungkut Mapan,1000000000.0,16300000.0,3,63,80,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,20.72326583794641,20.72326583794641
"Dijual Rumah Cocok Untuk Rumah Usaha, Lokasi Strategis di Gayung Kebonsari",3100000000.0,7400000.0,5,420,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,21.854667948760092,21.854667948760092
Dijual Rumah Siap Huni Posisi Strategis di Jl. Kutisari Selatan,2000000000.0,15200000.0,4,133,133,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,21.416413018006356,21.416413018006356
Dijual Rumah Siap Huni di Perumahan Greenlake Citraland,3500000000.0,21600000.0,4,162,207,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,21.976028805727495,21.976028805727495
Dijual Rumah Lelang Murah di Darmo Indah Barat Hook,2100000000.0,7800000.0,1,275,275,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Sukomanunggal (Suko Manunggal), Kec. Sukomanunggal, Kota Surabaya,21.465203182151978,21.465203182151978
Dijual Rumah SHM IMB di Perumahan Tengger Kandangan Surabaya Manukan,975000000.0,10100000.0,4,97,120,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Manukan Kulon, Kec. Tandes, Kota Surabaya,20.697948029987764,20.697948029987764
Dijual Rumah HARGA NEGO SAMPAI DEAL di Nginden Kota,2300000000.0,7000000.0,4,330,220,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya,21.556174960316298,21.556174960316298
Dijual Rumah KOST DEKAT PETRA di Siwalankerto Permai,2600000000.0,14700000.0,10,180,204,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4400,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Siwalankerto, Kec. Wonocolo, Kota Surabaya,21.678777282358464,21.678777282358464
Dijual Rumah Murah Siap Huni Lokasi di Bendul Merisi KT,1100000000.0,12200000.0,3,90,90,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Bendul Merisi, Kec. Wonocolo, Kota Surabaya,20.818576017659826,20.818576017659826
Dijual Rumah LOKASI STRATEGIS di Wisma Menanggal,3700000000.0,19800000.0,4,187,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Menanggal, Kec. Gayungan, Kota Surabaya,22.03159865686686,22.03159865686686
"Dijual Rumah MINIMALIS di Citraland , Woodland",2700000000.0,16100000.0,5,168,250,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya,21.716517610327063,21.716517610327063
Dijual Rumah Hunian Nyaman di Mojoklanggru Kidul,1800000000.0,15300000.0,3,118,120,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mojo, Kec. Gubeng, Kota Surabaya,21.311052502404085,21.311052502404085
"Dijual Rumah Lama Terawat, Row Jalan Lebar, Lingkungan Nyaman di Manyar Tirtoyoso Selatan",3000000000.0,15000000.0,4,200,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya,21.821878125947855,21.821878125947855
Dijual Rumah Mewah Bangunan 2 Lantai Lokasi di Wiguna KT,2500000000.0,10000000.0,5,250,300,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Siap Huni Lokasi Strategis di Taman Puspa Raya Citraland KT,1800000000.0,15400000.0,4,120,150,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,21.311052502404085,21.311052502404085
Dijual Rumah Siap Huni di Jalan Sumatra,16000000000.0,36600000.0,6,437,388,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,23.49585455924869,23.49585455924869
Dijual Rumah Siap Huni di Perumahan Griya Kebraon Surabaya,650000000.0,7700000.0,4,84,96,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kebraon, Kec. Karangpilang, Kota Surabaya,20.29248292239242,20.29248292239242
Dijual Rumah Siap Huni di Wonocolo,3000000000.0,16700000.0,4,180,180,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Jemur Wonosari, Kec. Wonocolo, Kota Surabaya,21.821878125947855,21.821878125947855
Dijual Rumah Siap Huni di Mojoklanggru,2100000000.0,9800000.0,3,214,214,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,21.465203182151978,21.465203182151978
Dijual Rumah Kost di Rungkut Mapan di Rungkut Mapan,2500000000.0,22700000.0,12,110,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Rungkut Tengah, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Cocok Untuk Gudang Sekitaran Home Industry di Lebak Timur Asri,4099999999.0,7800000.0,1,525,525,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Tambaksari, Kec. Tambaksari, Kota Surabaya,22.134252810656672,22.134252810656672
"Dijual Rumah Row Jalan Lebar, Selangkah Raya Kenjeran, di Raya Gading Pantai",6500000000.0,11700000.0,4,555,540,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,22.59506801400185,22.59506801400185
Dijual Rumah Siap Huni Cuma 1 Milyaran di Ketintang Dekat Gayungsari Dan Polda Jatim,1200000000.0,12500000.0,3,100,110,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,20.9055873945737,20.9055873945737
Dijual Rumah Siap Huni di Babatan Mukti,1600000000.0,11900000.0,4,135,120,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Babatan, Kec. Wiyung, Kota Surabaya,21.193269466817146,21.193269466817146
Dijual Rumah Siap Huni di Babatan Pratama,3600000000.0,22200000.0,5,162,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Babatan, Kec. Wiyung, Kota Surabaya,22.004199682686252,22.004199682686252
Dijual Rumah Prambanan Residence Surabaya Barat Dkt Citraland di Prambanan Residence,3200000000.0,17700000.0,4,184,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya,21.886416647064593,21.886416647064593
