Judul,Harga,Harga per m²,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater,Desa,Kecamatan,Kota,log_harga,log_Harga
Dijual Rumah di Merr,850000000.0,11000000.0,2,77,70,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,20.560746908625106,20.560746908625106
Dijual Rumah di Jl. Bhaktihusada,4700000000.0,12600000.0,3,372,190,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mojo, Kec. Gubeng, Kota Surabaya,22.27082834587519,22.27082834587519
Dijual Rumah Rumah On Progress Chalidana Grub Wiyung di Gunung Sari Indah,1300000000.0,15600000.0,4,87,86,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah Mulyosari Prima Surabaya Semi Furnished Lis di Mulyosari Prima,1700000000.0,20000000.0,3,85,140,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.253894088596816,21.253894088596816
"Dijual Rumah Ngantong, Dekat Tp, Cocok Utk Usaha Dan Kost2an di Kedungdoro, Dekat TP, Sby",3700000000.0,7400000.0,4,507,450,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Kedungdoro, Kec. Tegalsari, Kota Surabaya,22.03159865686686,22.03159865686686
Dijual Rumah Murah Under Market Siap Huni di Perum YKP Pandugo Rungkut Surabaya Timur,800000000.0,7600000.0,2,105,105,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,20.500122286882203,20.500122286882203
Dijual Rumah Kolonial Belanda di TAMBAKSARI,5000000000.0,15100000.0,6,331,155,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Tambaksari, Kec. Tambaksari, Kota Surabaya,22.33270374958051,22.33270374958051
Dijual Rumah View Villa di Lakarsantri,250000000.0,4200000.0,2,60,60,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya,19.33697147982652,19.33697147982652
Dijual Rumah 1 Lantai 3KT 288m² di Bendul Merisi Selatan,3200000000.0,11300000.0,3,288,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,1,0,0,PAM,0,0,1,0,0,Kel. Bendul Merisi, Kec. Wonocolo, Kota Surabaya,21.886416647064593,21.886416647064593
Dijual Rumah Second Berkualitas di Dharmahusada Indah Barat,5900000000.0,15700000.0,6,375,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Mojo, Kec. Gubeng, Kota Surabaya,22.498218188027575,22.498218188027575
Dijual Rumah Baru 1Lt di Lebak Indah.10menit Ke UNAIR di Jl Lebak Indah,650000000.0,10500000.0,2,62,50,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gading, Kec. Tambaksari, Kota Surabaya,20.29248292239242,20.29248292239242
Dijual Rumah Pribadi dan Kos Kos An di Jl Girilaya 8 No 21 dan Jl Girilaya 9 No 8a,2100000000.0,5200000.0,12,406,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Banyu Urip, Kec. Sawahan, Kota Surabaya,21.465203182151978,21.465203182151978
Dijual Rumah Jojoran Mojo Surabaya di Jojoran Surabaya,1700000000.0,18700000.0,4,91,130,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Mojo, Kec. Gubeng, Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah Medokan Sawah Timur Rungkut Harga Termurahhh di Medokan Sawah Timur Rungku,685000000.0,6900000.0,2,100,90,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya,20.344929397686354,20.344929397686354
Dijual Rumah Murah di Rumah Murah Citraland Utara Nortwest Lake,1700000000.0,17700000.0,3,96,105,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah Rmh Baru Shm di Lebak Indah Bisa Kpr di Jl Lebak Indah Utara,775000000.0,9700000.0,3,80,70,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Dukuh Setro, Kec. Tambaksari, Kota Surabaya,20.468373588607943,20.468373588607943
Dijual Rumah di Jl Bentul VI No 7,2200000000.0,11000000.0,4,200,200,-,1.05%,10.38%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Jagir, Kec. Wonokromo, Kota Surabaya,21.511723197765228,21.511723197765228
Dijual Rumah Lingkungan Nyaman Dekat Sekolah di Jl Manukan Madya Blok C17,1500000000.0,13900000.0,2,108,108,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1300,0,0,0,1,Perabot,0,0,0,PAM,0,0,0,0,1,Kel. Manukan Kulon, Kec. Tandes, Kota Surabaya,21.12873094572124,21.12873094572124
Dijual Rumah Siap Huni Dekat Mall di Citraland Bukit Golf,12000000000.0,17100000.0,1,700,1400,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,6600,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1,Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya,23.208172486817745,23.208172486817745
Dijual Rumah Siap Huni Dekat Mall di Rungkut Mejoyo Selatan X,3600000000.0,12300000.0,11,300,280,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,5500,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Kalirungkut (Kali Rungkut), Kec. Rungkut, Kota Surabaya,22.004199682686252,22.004199682686252
Dijual Rumah Siap Huni Dekat Mall di Citraland Bukit Golf,7100000000.0,18800000.0,6,377,565,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,0,0,0,0,Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya,22.683360621134526,22.683360621134526
Dijual Rumah Full Furnish Bebas Banjir di Villavalensia,5300000000.0,15400000.0,6,345,370,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,7700,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Lontar, Kec. Sambikerep, Kota Surabaya,22.390972657693165,22.390972657693165
Dijual Rumah Lokasi Strategis di Pakuwon Indah Cluster Imperial Golf,8700000000.0,26400000.0,5,330,491,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,1,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,1,0,PAM,0,0,0,0,0,Kel. Lontar, Kec. Sambikerep, Kota Surabaya,22.88658886272189,22.88658886272189
Dijual Rumah Siap Huni Murah Butuh Uang Kutisari Kendangsari di Kutisari,1200000000.0,3800000.0,5,330,280,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,0,0,0,0,0,1,2,0,0,0,1,3,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,20.9055873945737,20.9055873945737
Dijual Rumah Step di Pogot Kenjeran,1000000000.0,15600000.0,2,65,62,-,1.05%,10.38%,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya,20.72326583794641,20.72326583794641
Dijual Rumah Strategis di Kejawan Putih Mulyorejo,1300000000.0,18400000.0,3,72,102,-,1.05%,10.38%,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah Strategis Komersial Pusat Kota di Jl Nias,18000000000.0,22500000.0,7,800,600,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,7700,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,23.61363759489813,23.61363759489813
Dijual Rumah Ketintang Surabaya di Ketintang Surabaya,3900000000.0,18800000.0,5,210,290,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,1,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Ketintang, Kec. Gayungan, Kota Surabaya,22.08424239033842,22.08424239033842
Dijual Rumah Jln Kedung Anyar 2 di Jln. Kedung Anyar 2,700000000.0,4900000.0,3,142,142,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,0,0,1,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Sawahan, Kec. Sawahan, Kota Surabaya,20.36659089443625,20.36659089443625
Dijual Rumah Strategis Ahmad Yani Belakang Trans Icon Murah di Jl Gayungan,1500000000.0,15600000.0,3,96,85,Hak Guna Bangunan,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Perabot,0,0,1,PDAM,0,0,0,1,0,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,21.12873094572124,21.12873094572124
Dijual Rumah Siap Huni di Pantai Mentari,1900000000.0,19100000.0,3,102,114,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0,Kel. Sidotopo/Sidoropo Wetan, Kec. Kenjeran, Kota Surabaya,21.365119723645122,21.365119723645122
Dijual Rumah Murah Surabaya Kota di Jojoran,300000000.0,15000000.0,2,20,40,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0,Kel. Pacarkembang (Pacar Kembang), Kec. Tambaksari, Kota Surabaya,19.519293035953808,19.519293035953808
Dijual Rumah Baru Semalang Indah di Wisma Mukti,2300000000.0,23000000.0,4,100,147,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.556174960316298,21.556174960316298
Dijual Rumah BARU GRAND ISLAND PAKUWON CITY SURABAYA di Pakuwon City,6800000000.0,31500000.0,4,216,267,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya,22.64018844927553,22.64018844927553
Dijual Rumah di Kutisari Indah Surabaya Kota,2500000000.0,10900000.0,6,235,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Anjasmoro Surabaya di Anjasmoro,41000000000.0,35700000.0,8,1148,550,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,16500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Sawahan, Kec. Sawahan, Kota Surabaya,24.43683790367511,24.43683790367511
Dijual Rumah Minimalis Modern di Greenville Babatan Pantai Dekat Pakuwon City,3300000000.0,21600000.0,3,153,240,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,1,Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya,21.917188305721876,21.917188305721876
Dijual Rumah Bagus Murah Strategis Lontar Sambikerep Jelidro di Lontar Perumahan,777000000.0,6500000.0,4,120,150,Sertifikat Hak Milik,1.05%,10.38%,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Lontar, Kec. Sambikerep, Kota Surabaya,20.470950909618924,20.470950909618924
Dijual Rumah Murah Rungkut Surabaya Timur di MERR,575000000.0,11500000.0,2,50,50,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0,Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya,20.169880600500754,20.169880600500754
Dijual Rumah Dharmahusada Indah Utara di Dharmahusada Indah Utara,5400000000.0,12000000.0,5,450,550,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,22.409664790701825,22.409664790701825
Dijual Rumah Murah Turun Harga Akses Mobil Masuk Siap Huni di Sememi Jaya Surabaya Barat,315000000.0,5700000.0,1,55,55,-,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,0,0,0,0,Kel. Sememi, Kec. Benowo, Kota Surabaya,19.56808319996451,19.56808319996451
Dijual Rumah Murah Siap Huni di Sumberejo Benowo Sby Barat,280000000.0,5400000.0,2,52,52,-,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,0,0,0,0,Kel. Sumber Rejo, Kec. Pakal, Kota Surabaya,19.450300164704952,19.450300164704952
Dijual Rumah Perumahan Permata Safira Lidah Kulon Surabaya di Perumahan Permata Safira Lidah Kulon Surabaya,1200000000.0,8300000.0,3,144,100,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,20.9055873945737,20.9055873945737
Dijual Rumah 2 Lantai 4Unit Mulyosari Surabaya di Mulyosari Surabaya,1500000000.0,21900000.0,3,72,110,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.12873094572124,21.12873094572124
"Dijual Rumah Perum Taman Jivva Kebraon, Surabaya di Raya Kebraon",845000000.0,16900000.0,2,50,56,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2200,1,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kebraon, Kec. Karangpilang, Kota Surabaya,20.55484718650488,20.55484718650488
Dijual Rumah Royal Residence Surabaya di Royal Residence,3200000000.0,18800000.0,4,175,250,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,21.886416647064593,21.886416647064593
"Dijual Rumah BARU BONUS SEMI Furniture Dekat MERR, Pintu TOL di Jalan Medokan Sawah Timur, Surabaya",725000000.0,13900000.0,3,52,110,Sertifikat Hak Milik,1.05%,10.38%,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya,20.40168221419826,20.40168221419826
Dijual Rumah Siap Huni di Perumahan Bukit Palma Citraland Surabaya Barat,1300000000.0,10800000.0,3,120,60,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1300,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0,Kel. Babat Jerawat, Kec. Pakal, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah Dharmahusada Mas Surabaya di Dharmahusada Mas,4000000000.0,15900000.0,4,252,400,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,22.109560198316302,22.109560198316302
"Dijual Rumah Full Furnished Dekat Pakuwon Indah, Pakuwon, Graha di Jalan Citraland Utama, Surabaya Barat",5700000000.0,27100000.0,4,210,360,Sertifikat Hak Milik,1.05%,10.38%,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Made, Kec. Sambikerep, Kota Surabaya,22.463732011962353,22.463732011962353
Dijual Rumah 2 Lantai di Perumahan Penjaringansari Rungkut Surabaya Timur,1700000000.0,20600000.0,4,85,90,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah SHM HARGA TANAH MURAH SURABAYA di Jl. Kupang Krajan Gg IV,375000000.0,4500000.0,2,83,81,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,Perabot,1,0,0,PDAM,0,0,0,0,0,Kel. Kupang Krajan, Kec. Sawahan, Kota Surabaya,19.74243658660135,19.74243658660135
Dijual Rumah Strategis di Sambikerep Citraland,3100000000.0,26500000.0,3,120,139,-,1.05%,10.38%,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,21.854667948760092,21.854667948760092
Dijual Rumah Dekat Rungkut di Kutisari,1600000000.0,8000000.0,4,200,70,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,21.193269466817146,21.193269466817146
"Dijual Rumah Owner Butuh Cepat di Kedung Baruk, Rungkut, Surabaya",1700000000.0,22700000.0,3,75,100,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Kedung Baruk, Kec. Rungkut, Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah Semi Furnished di Perumahan Elite di The Gayungsari Surabaya Selatan,5500000000.0,21700000.0,4,253,320,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,7700,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,22.428013929366653,22.428013929366653
Dijual Rumah 2 Lantai Siap Huni Kokoh Kutisari Indah Surabaya di Perumahan Kutisari Indah,1200000000.0,11400000.0,5,105,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,20.9055873945737,20.9055873945737
Dijual Rumah Mulyosari Scandinavian 2Lt LUX Dkt Sutorejo Wisper di Mulyosari,2500000000.0,20800000.0,4,120,170,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Shm Imb di Manukan Bhakti Surabaya,500000000.0,5200000.0,3,96,96,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0,Kel. Manukan Kulon, Kec. Tandes, Kota Surabaya,20.030118658386467,20.030118658386467
Dijual Rumah Baru 2 Lt di Perum Rungkut Menanggal,999000000.0,20000000.0,3,50,82,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kalirungkut (Kali Rungkut), Kec. Rungkut, Kota Surabaya,20.72226533761383,20.72226533761383
"Dijual Rumah Dkt Oerr, Universitas Upn, Rmh Barundkt Wiguna di Wiguna Modern Utara",895000000.0,9000000.0,3,100,70,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,20.61233427735645,20.61233427735645
Dijual Rumah Habis Renovasi Dkt Citraland di Royal Residnece Wiyung,5200000000.0,21700000.0,4,240,320,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,2,1,0,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,22.3719244627261,22.3719244627261
Dijual Rumah Minimalis Siap Huni di Babatan Indah,1500000000.0,13800000.0,5,112,175,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Babatan, Kec. Wiyung, Kota Surabaya,21.12873094572124,21.12873094572124
